date,store_id,region,sku_id,sku_category,units_demand,units_sold,units_on_hand_eod,stockout_flag,replenishment_lead_time_days,demand_variance_tier
2025-11-04,S03,North,SKU-2001,Apparel-Outerwear,18,18,117,0,3,low
2025-11-05,S03,North,SKU-2001,Apparel-Outerwear,15,15,102,0,3,low
2025-11-06,S03,North,SKU-2001,Apparel-Outerwear,17,17,85,0,3,low
2025-11-07,S03,North,SKU-2001,Apparel-Outerwear,18,18,67,0,3,low
2025-11-08,S03,North,SKU-2001,Apparel-Outerwear,21,21,46,0,3,low
2025-11-09,S03,North,SKU-2001,Apparel-Outerwear,20,20,26,0,3,low
2025-11-10,S03,North,SKU-2001,Apparel-Outerwear,13,13,13,0,3,low
2025-11-11,S03,North,SKU-2001,Apparel-Outerwear,13,13,192,0,3,low
2025-11-12,S03,North,SKU-2001,Apparel-Outerwear,12,12,180,0,3,low
2025-11-13,S03,North,SKU-2001,Apparel-Outerwear,18,18,162,0,3,low
2025-11-14,S03,North,SKU-2001,Apparel-Outerwear,20,20,142,0,3,low
2025-11-15,S03,North,SKU-2001,Apparel-Outerwear,27,27,115,0,3,low
2025-11-16,S03,North,SKU-2001,Apparel-Outerwear,17,17,98,0,3,low
2025-11-17,S03,North,SKU-2001,Apparel-Outerwear,18,18,80,0,3,low
2025-11-18,S03,North,SKU-2001,Apparel-Outerwear,19,19,61,0,3,low
2025-11-19,S03,North,SKU-2001,Apparel-Outerwear,15,15,46,0,3,low
2025-11-20,S03,North,SKU-2001,Apparel-Outerwear,16,16,30,0,3,low
2025-11-21,S03,North,SKU-2001,Apparel-Outerwear,11,11,211,0,3,low
2025-11-22,S03,North,SKU-2001,Apparel-Outerwear,23,23,188,0,3,low
2025-11-23,S03,North,SKU-2001,Apparel-Outerwear,19,19,169,0,3,low
2025-11-24,S03,North,SKU-2001,Apparel-Outerwear,16,16,153,0,3,low
2025-11-25,S03,North,SKU-2001,Apparel-Outerwear,12,12,141,0,3,low
2025-11-26,S03,North,SKU-2001,Apparel-Outerwear,17,17,124,0,3,low
2025-11-27,S03,North,SKU-2001,Apparel-Outerwear,18,18,106,0,3,low
2025-11-28,S03,North,SKU-2001,Apparel-Outerwear,14,14,92,0,3,low
2025-11-29,S03,North,SKU-2001,Apparel-Outerwear,19,19,73,0,3,low
2025-11-30,S03,North,SKU-2001,Apparel-Outerwear,15,15,58,0,3,low
2025-12-01,S03,North,SKU-2001,Apparel-Outerwear,20,20,38,0,3,low
2025-12-02,S03,North,SKU-2001,Apparel-Outerwear,19,19,19,0,3,low
2025-12-03,S03,North,SKU-2001,Apparel-Outerwear,16,16,195,0,3,low
2025-12-04,S03,North,SKU-2001,Apparel-Outerwear,22,22,173,0,3,low
2025-12-05,S03,North,SKU-2001,Apparel-Outerwear,19,19,154,0,3,low
2025-12-06,S03,North,SKU-2001,Apparel-Outerwear,24,24,130,0,3,low
2025-12-07,S03,North,SKU-2001,Apparel-Outerwear,27,27,103,0,3,low
2025-12-08,S03,North,SKU-2001,Apparel-Outerwear,24,24,79,0,3,low
2025-12-09,S03,North,SKU-2001,Apparel-Outerwear,23,23,56,0,3,low
2025-12-10,S03,North,SKU-2001,Apparel-Outerwear,20,20,36,0,3,low
2025-12-11,S03,North,SKU-2001,Apparel-Outerwear,23,23,13,0,3,low
2025-12-12,S03,North,SKU-2001,Apparel-Outerwear,17,17,188,0,3,low
2025-12-13,S03,North,SKU-2001,Apparel-Outerwear,29,29,159,0,3,low
2025-12-14,S03,North,SKU-2001,Apparel-Outerwear,30,30,129,0,3,low
2025-12-15,S03,North,SKU-2001,Apparel-Outerwear,19,19,110,0,3,low
2025-12-16,S03,North,SKU-2001,Apparel-Outerwear,22,22,88,0,3,low
2025-12-17,S03,North,SKU-2001,Apparel-Outerwear,18,18,70,0,3,low
2025-12-18,S03,North,SKU-2001,Apparel-Outerwear,22,22,48,0,3,low
2025-12-19,S03,North,SKU-2001,Apparel-Outerwear,23,23,25,0,3,low
2025-12-20,S03,North,SKU-2001,Apparel-Outerwear,16,16,9,0,3,low
2025-12-21,S03,North,SKU-2001,Apparel-Outerwear,34,34,167,0,3,low
2025-12-22,S03,North,SKU-2001,Apparel-Outerwear,11,11,156,0,3,low
2025-12-23,S03,North,SKU-2001,Apparel-Outerwear,19,19,137,0,3,low
2025-12-24,S03,North,SKU-2001,Apparel-Outerwear,24,24,113,0,3,low
2025-12-25,S03,North,SKU-2001,Apparel-Outerwear,20,20,93,0,3,low
2025-12-26,S03,North,SKU-2001,Apparel-Outerwear,16,16,77,0,3,low
2025-12-27,S03,North,SKU-2001,Apparel-Outerwear,24,24,53,0,3,low
2025-12-28,S03,North,SKU-2001,Apparel-Outerwear,34,34,19,0,3,low
2025-12-29,S03,North,SKU-2001,Apparel-Outerwear,15,15,4,0,3,low
2025-10-01,S03,North,SKU-2002,Apparel-Outerwear,13,13,117,0,3,low
2025-10-02,S03,North,SKU-2002,Apparel-Outerwear,11,11,106,0,3,low
2025-10-03,S03,North,SKU-2002,Apparel-Outerwear,12,12,94,0,3,low
2025-10-04,S03,North,SKU-2002,Apparel-Outerwear,15,15,79,0,3,low
2025-10-05,S03,North,SKU-2002,Apparel-Outerwear,21,21,58,0,3,low
2025-10-06,S03,North,SKU-2002,Apparel-Outerwear,14,14,44,0,3,low
2025-10-07,S03,North,SKU-2002,Apparel-Outerwear,10,10,34,0,3,low
2025-10-08,S03,North,SKU-2002,Apparel-Outerwear,12,12,22,0,3,low
2025-10-09,S03,North,SKU-2002,Apparel-Outerwear,11,11,167,0,3,low
2025-10-10,S03,North,SKU-2002,Apparel-Outerwear,16,16,151,0,3,low
2025-10-11,S03,North,SKU-2002,Apparel-Outerwear,15,15,136,0,3,low
2025-10-12,S03,North,SKU-2002,Apparel-Outerwear,23,23,113,0,3,low
2025-10-13,S03,North,SKU-2002,Apparel-Outerwear,13,13,100,0,3,low
2025-10-14,S03,North,SKU-2002,Apparel-Outerwear,11,11,89,0,3,low
2025-10-15,S03,North,SKU-2002,Apparel-Outerwear,12,12,77,0,3,low
2025-10-16,S03,North,SKU-2002,Apparel-Outerwear,11,11,66,0,3,low
2025-10-17,S03,North,SKU-2002,Apparel-Outerwear,11,11,55,0,3,low
2025-10-18,S03,North,SKU-2002,Apparel-Outerwear,18,18,37,0,3,low
2025-10-19,S03,North,SKU-2002,Apparel-Outerwear,15,15,22,0,3,low
2025-10-20,S03,North,SKU-2002,Apparel-Outerwear,9,9,13,0,3,low
2025-10-21,S03,North,SKU-2002,Apparel-Outerwear,12,12,157,0,3,low
2025-10-22,S03,North,SKU-2002,Apparel-Outerwear,9,9,148,0,3,low
2025-10-23,S03,North,SKU-2002,Apparel-Outerwear,12,12,136,0,3,low
2025-10-24,S03,North,SKU-2002,Apparel-Outerwear,11,11,125,0,3,low
2025-10-25,S03,North,SKU-2002,Apparel-Outerwear,16,16,109,0,3,low
2025-10-26,S03,North,SKU-2002,Apparel-Outerwear,24,24,85,0,3,low
2025-10-27,S03,North,SKU-2002,Apparel-Outerwear,13,13,72,0,3,low
2025-10-28,S03,North,SKU-2002,Apparel-Outerwear,13,13,59,0,3,low
2025-10-29,S03,North,SKU-2002,Apparel-Outerwear,10,10,49,0,3,low
2025-10-30,S03,North,SKU-2002,Apparel-Outerwear,12,12,37,0,3,low
2025-10-31,S03,North,SKU-2002,Apparel-Outerwear,13,13,24,0,3,low
2025-11-01,S03,North,SKU-2002,Apparel-Outerwear,15,15,165,0,3,low
2025-11-02,S03,North,SKU-2002,Apparel-Outerwear,21,21,144,0,3,low
2025-11-03,S03,North,SKU-2002,Apparel-Outerwear,11,11,133,0,3,low
2025-11-04,S03,North,SKU-2002,Apparel-Outerwear,12,12,121,0,3,low
2025-11-05,S03,North,SKU-2002,Apparel-Outerwear,12,12,109,0,3,low
2025-11-06,S03,North,SKU-2002,Apparel-Outerwear,13,13,96,0,3,low
2025-11-07,S03,North,SKU-2002,Apparel-Outerwear,12,12,84,0,3,low
2025-11-08,S03,North,SKU-2002,Apparel-Outerwear,17,17,67,0,3,low
2025-11-09,S03,North,SKU-2002,Apparel-Outerwear,18,18,49,0,3,low
2025-11-10,S03,North,SKU-2002,Apparel-Outerwear,12,12,37,0,3,low
2025-11-11,S03,North,SKU-2002,Apparel-Outerwear,14,14,23,0,3,low
2025-11-12,S03,North,SKU-2002,Apparel-Outerwear,13,13,166,0,3,low
2025-11-13,S03,North,SKU-2002,Apparel-Outerwear,13,13,153,0,3,low
2025-11-14,S03,North,SKU-2002,Apparel-Outerwear,12,12,141,0,3,low
2025-11-15,S03,North,SKU-2002,Apparel-Outerwear,20,20,121,0,3,low
2025-11-16,S03,North,SKU-2002,Apparel-Outerwear,18,18,103,0,3,low
2025-11-17,S03,North,SKU-2002,Apparel-Outerwear,12,12,91,0,3,low
2025-11-18,S03,North,SKU-2002,Apparel-Outerwear,13,13,78,0,3,low
2025-11-19,S03,North,SKU-2002,Apparel-Outerwear,16,16,62,0,3,low
2025-11-20,S03,North,SKU-2002,Apparel-Outerwear,10,10,52,0,3,low
2025-11-21,S03,North,SKU-2002,Apparel-Outerwear,15,15,37,0,3,low
2025-11-22,S03,North,SKU-2002,Apparel-Outerwear,13,13,24,0,3,low
2025-11-23,S03,North,SKU-2002,Apparel-Outerwear,19,19,5,0,3,low
2025-11-24,S03,North,SKU-2002,Apparel-Outerwear,16,16,145,0,3,low
2025-11-25,S03,North,SKU-2002,Apparel-Outerwear,14,14,131,0,3,low
2025-11-26,S03,North,SKU-2002,Apparel-Outerwear,13,13,118,0,3,low
2025-11-27,S03,North,SKU-2002,Apparel-Outerwear,12,12,106,0,3,low
2025-11-28,S03,North,SKU-2002,Apparel-Outerwear,13,13,93,0,3,low
2025-11-29,S03,North,SKU-2002,Apparel-Outerwear,18,18,75,0,3,low
2025-11-30,S03,North,SKU-2002,Apparel-Outerwear,16,16,59,0,3,low
2025-12-01,S03,North,SKU-2002,Apparel-Outerwear,16,16,43,0,3,low
2025-12-02,S03,North,SKU-2002,Apparel-Outerwear,17,17,26,0,3,low
2025-12-03,S03,North,SKU-2002,Apparel-Outerwear,15,15,11,0,3,low
2025-12-04,S03,North,SKU-2002,Apparel-Outerwear,15,15,152,0,3,low
2025-12-05,S03,North,SKU-2002,Apparel-Outerwear,13,13,139,0,3,low
2025-12-06,S03,North,SKU-2002,Apparel-Outerwear,25,25,114,0,3,low
2025-12-07,S03,North,SKU-2002,Apparel-Outerwear,26,26,88,0,3,low
2025-12-08,S03,North,SKU-2002,Apparel-Outerwear,17,17,71,0,3,low
2025-12-09,S03,North,SKU-2002,Apparel-Outerwear,19,19,52,0,3,low
2025-12-10,S03,North,SKU-2002,Apparel-Outerwear,17,17,35,0,3,low
2025-12-11,S03,North,SKU-2002,Apparel-Outerwear,18,18,17,0,3,low
2025-12-12,S03,North,SKU-2002,Apparel-Outerwear,18,17,0,1,3,low
2025-12-13,S03,North,SKU-2002,Apparel-Outerwear,23,23,133,0,3,low
2025-12-14,S03,North,SKU-2002,Apparel-Outerwear,22,22,111,0,3,low
2025-12-15,S03,North,SKU-2002,Apparel-Outerwear,23,23,88,0,3,low
2025-12-16,S03,North,SKU-2002,Apparel-Outerwear,16,16,72,0,3,low
2025-12-17,S03,North,SKU-2002,Apparel-Outerwear,15,15,57,0,3,low
2025-12-18,S03,North,SKU-2002,Apparel-Outerwear,18,18,39,0,3,low
2025-12-19,S03,North,SKU-2002,Apparel-Outerwear,18,18,21,0,3,low
2025-12-20,S03,North,SKU-2002,Apparel-Outerwear,19,19,2,0,3,low
2025-12-21,S03,North,SKU-2002,Apparel-Outerwear,28,28,130,0,3,low
2025-12-22,S03,North,SKU-2002,Apparel-Outerwear,17,17,113,0,3,low
2025-12-23,S03,North,SKU-2002,Apparel-Outerwear,14,14,99,0,3,low
2025-12-24,S03,North,SKU-2002,Apparel-Outerwear,20,20,79,0,3,low
2025-12-25,S03,North,SKU-2002,Apparel-Outerwear,18,18,61,0,3,low
2025-12-26,S03,North,SKU-2002,Apparel-Outerwear,14,14,47,0,3,low
2025-12-27,S03,North,SKU-2002,Apparel-Outerwear,30,30,17,0,3,low
2025-12-28,S03,North,SKU-2002,Apparel-Outerwear,26,17,0,1,3,low
2025-12-29,S03,North,SKU-2002,Apparel-Outerwear,17,17,139,0,3,low
2025-10-01,S03,North,SKU-2003,Apparel-Basics,15,15,105,0,3,low
2025-10-02,S03,North,SKU-2003,Apparel-Basics,12,12,93,0,3,low
2025-10-03,S03,North,SKU-2003,Apparel-Basics,12,12,81,0,3,low
2025-10-04,S03,North,SKU-2003,Apparel-Basics,15,15,66,0,3,low
2025-10-05,S03,North,SKU-2003,Apparel-Basics,18,18,48,0,3,low
2025-10-06,S03,North,SKU-2003,Apparel-Basics,13,13,35,0,3,low
2025-10-07,S03,North,SKU-2003,Apparel-Basics,12,12,23,0,3,low
2025-10-08,S03,North,SKU-2003,Apparel-Basics,11,11,12,0,3,low
2025-10-09,S03,North,SKU-2003,Apparel-Basics,12,12,144,0,3,low
2025-10-10,S03,North,SKU-2003,Apparel-Basics,12,12,132,0,3,low
2025-10-11,S03,North,SKU-2003,Apparel-Basics,13,13,119,0,3,low
2025-10-12,S03,North,SKU-2003,Apparel-Basics,13,13,106,0,3,low
2025-10-13,S03,North,SKU-2003,Apparel-Basics,13,13,93,0,3,low
2025-10-14,S03,North,SKU-2003,Apparel-Basics,7,7,86,0,3,low
2025-10-15,S03,North,SKU-2003,Apparel-Basics,12,12,74,0,3,low
2025-10-16,S03,North,SKU-2003,Apparel-Basics,11,11,63,0,3,low
2025-10-17,S03,North,SKU-2003,Apparel-Basics,14,14,49,0,3,low
2025-10-18,S03,North,SKU-2003,Apparel-Basics,16,16,33,0,3,low
2025-10-19,S03,North,SKU-2003,Apparel-Basics,18,18,15,0,3,low
2025-10-20,S03,North,SKU-2003,Apparel-Basics,11,11,4,0,3,low
2025-10-21,S03,North,SKU-2003,Apparel-Basics,12,12,136,0,3,low
2025-10-22,S03,North,SKU-2003,Apparel-Basics,13,13,123,0,3,low
2025-10-23,S03,North,SKU-2003,Apparel-Basics,11,11,112,0,3,low
2025-10-24,S03,North,SKU-2003,Apparel-Basics,14,14,98,0,3,low
2025-10-25,S03,North,SKU-2003,Apparel-Basics,14,14,84,0,3,low
2025-10-26,S03,North,SKU-2003,Apparel-Basics,18,18,66,0,3,low
2025-10-27,S03,North,SKU-2003,Apparel-Basics,14,14,52,0,3,low
2025-10-28,S03,North,SKU-2003,Apparel-Basics,13,13,39,0,3,low
2025-10-29,S03,North,SKU-2003,Apparel-Basics,15,15,24,0,3,low
2025-10-30,S03,North,SKU-2003,Apparel-Basics,11,11,13,0,3,low
2025-10-31,S03,North,SKU-2003,Apparel-Basics,10,10,147,0,3,low
2025-11-01,S03,North,SKU-2003,Apparel-Basics,14,14,133,0,3,low
2025-11-02,S03,North,SKU-2003,Apparel-Basics,18,18,115,0,3,low
2025-11-03,S03,North,SKU-2003,Apparel-Basics,13,13,102,0,3,low
2025-11-04,S03,North,SKU-2003,Apparel-Basics,12,12,90,0,3,low
2025-11-05,S03,North,SKU-2003,Apparel-Basics,10,10,80,0,3,low
2025-11-06,S03,North,SKU-2003,Apparel-Basics,13,13,67,0,3,low
2025-11-07,S03,North,SKU-2003,Apparel-Basics,10,10,57,0,3,low
2025-11-08,S03,North,SKU-2003,Apparel-Basics,20,20,37,0,3,low
2025-11-09,S03,North,SKU-2003,Apparel-Basics,24,24,13,0,3,low
2025-11-10,S03,North,SKU-2003,Apparel-Basics,13,13,0,0,3,low
2025-11-11,S03,North,SKU-2003,Apparel-Basics,13,13,131,0,3,low
2025-11-12,S03,North,SKU-2003,Apparel-Basics,11,11,120,0,3,low
2025-11-13,S03,North,SKU-2003,Apparel-Basics,9,9,111,0,3,low
2025-11-14,S03,North,SKU-2003,Apparel-Basics,11,11,100,0,3,low
2025-11-15,S03,North,SKU-2003,Apparel-Basics,14,14,86,0,3,low
2025-11-16,S03,North,SKU-2003,Apparel-Basics,13,13,73,0,3,low
2025-11-17,S03,North,SKU-2003,Apparel-Basics,15,15,58,0,3,low
2025-11-18,S03,North,SKU-2003,Apparel-Basics,12,12,46,0,3,low
2025-11-19,S03,North,SKU-2003,Apparel-Basics,13,13,33,0,3,low
2025-11-20,S03,North,SKU-2003,Apparel-Basics,11,11,22,0,3,low
2025-11-21,S03,North,SKU-2003,Apparel-Basics,12,12,154,0,3,low
2025-11-22,S03,North,SKU-2003,Apparel-Basics,19,19,135,0,3,low
2025-11-23,S03,North,SKU-2003,Apparel-Basics,17,17,118,0,3,low
2025-11-24,S03,North,SKU-2003,Apparel-Basics,13,13,105,0,3,low
2025-11-25,S03,North,SKU-2003,Apparel-Basics,12,12,93,0,3,low
2025-11-26,S03,North,SKU-2003,Apparel-Basics,11,11,82,0,3,low
2025-11-27,S03,North,SKU-2003,Apparel-Basics,9,9,73,0,3,low
2025-11-28,S03,North,SKU-2003,Apparel-Basics,8,8,65,0,3,low
2025-11-29,S03,North,SKU-2003,Apparel-Basics,16,16,49,0,3,low
2025-11-30,S03,North,SKU-2003,Apparel-Basics,17,17,32,0,3,low
2025-12-01,S03,North,SKU-2003,Apparel-Basics,13,13,19,0,3,low
2025-12-02,S03,North,SKU-2003,Apparel-Basics,16,16,3,0,3,low
2025-12-03,S03,North,SKU-2003,Apparel-Basics,16,16,131,0,3,low
2025-12-04,S03,North,SKU-2003,Apparel-Basics,11,11,120,0,3,low
2025-12-05,S03,North,SKU-2003,Apparel-Basics,13,13,107,0,3,low
2025-12-06,S03,North,SKU-2003,Apparel-Basics,23,23,84,0,3,low
2025-12-07,S03,North,SKU-2003,Apparel-Basics,23,23,61,0,3,low
2025-12-08,S03,North,SKU-2003,Apparel-Basics,13,13,48,0,3,low
2025-12-09,S03,North,SKU-2003,Apparel-Basics,16,16,32,0,3,low
2025-12-10,S03,North,SKU-2003,Apparel-Basics,18,18,14,0,3,low
2025-12-11,S03,North,SKU-2003,Apparel-Basics,17,14,0,1,3,low
2025-12-12,S03,North,SKU-2003,Apparel-Basics,15,15,129,0,3,low
2025-12-13,S03,North,SKU-2003,Apparel-Basics,20,20,109,0,3,low
2025-12-14,S03,North,SKU-2003,Apparel-Basics,20,20,89,0,3,low
2025-12-15,S03,North,SKU-2003,Apparel-Basics,17,17,72,0,3,low
2025-12-16,S03,North,SKU-2003,Apparel-Basics,16,16,56,0,3,low
2025-12-17,S03,North,SKU-2003,Apparel-Basics,17,17,39,0,3,low
2025-12-18,S03,North,SKU-2003,Apparel-Basics,16,16,23,0,3,low
2025-12-19,S03,North,SKU-2003,Apparel-Basics,18,18,5,0,3,low
2025-12-20,S03,North,SKU-2003,Apparel-Basics,22,22,127,0,3,low
2025-12-21,S03,North,SKU-2003,Apparel-Basics,24,24,103,0,3,low
2025-12-22,S03,North,SKU-2003,Apparel-Basics,18,18,85,0,3,low
2025-12-23,S03,North,SKU-2003,Apparel-Basics,14,14,71,0,3,low
2025-12-24,S03,North,SKU-2003,Apparel-Basics,11,11,60,0,3,low
2025-12-25,S03,North,SKU-2003,Apparel-Basics,19,19,41,0,3,low
2025-12-26,S03,North,SKU-2003,Apparel-Basics,16,16,25,0,3,low
2025-12-27,S03,North,SKU-2003,Apparel-Basics,16,16,9,0,3,low
2025-12-28,S03,North,SKU-2003,Apparel-Basics,20,20,133,0,3,low
2025-12-29,S03,North,SKU-2003,Apparel-Basics,17,17,116,0,3,low
2025-10-01,S03,North,SKU-2004,Apparel-Basics,13,13,127,0,3,low
2025-10-02,S03,North,SKU-2004,Apparel-Basics,17,17,110,0,3,low
2025-10-03,S03,North,SKU-2004,Apparel-Basics,12,12,98,0,3,low
2025-10-04,S03,North,SKU-2004,Apparel-Basics,17,17,81,0,3,low
2025-10-05,S03,North,SKU-2004,Apparel-Basics,20,20,61,0,3,low
2025-10-06,S03,North,SKU-2004,Apparel-Basics,15,15,46,0,3,low
2025-10-07,S03,North,SKU-2004,Apparel-Basics,15,15,31,0,3,low
2025-10-08,S03,North,SKU-2004,Apparel-Basics,16,16,15,0,3,low
2025-10-09,S03,North,SKU-2004,Apparel-Basics,14,14,169,0,3,low
2025-10-10,S03,North,SKU-2004,Apparel-Basics,15,15,154,0,3,low
2025-10-11,S03,North,SKU-2004,Apparel-Basics,19,19,135,0,3,low
2025-10-12,S03,North,SKU-2004,Apparel-Basics,20,20,115,0,3,low
2025-10-13,S03,North,SKU-2004,Apparel-Basics,14,14,101,0,3,low
2025-10-14,S03,North,SKU-2004,Apparel-Basics,14,14,87,0,3,low
2025-10-15,S03,North,SKU-2004,Apparel-Basics,16,16,71,0,3,low
2025-10-16,S03,North,SKU-2004,Apparel-Basics,15,15,56,0,3,low
2025-10-17,S03,North,SKU-2004,Apparel-Basics,14,14,42,0,3,low
2025-10-18,S03,North,SKU-2004,Apparel-Basics,17,17,25,0,3,low
2025-10-19,S03,North,SKU-2004,Apparel-Basics,20,20,5,0,3,low
2025-10-20,S03,North,SKU-2004,Apparel-Basics,14,14,159,0,3,low
2025-10-21,S03,North,SKU-2004,Apparel-Basics,14,14,145,0,3,low
2025-10-22,S03,North,SKU-2004,Apparel-Basics,19,19,126,0,3,low
2025-10-23,S03,North,SKU-2004,Apparel-Basics,13,13,113,0,3,low
2025-10-24,S03,North,SKU-2004,Apparel-Basics,15,15,98,0,3,low
2025-10-25,S03,North,SKU-2004,Apparel-Basics,23,23,75,0,3,low
2025-10-26,S03,North,SKU-2004,Apparel-Basics,20,20,55,0,3,low
2025-10-27,S03,North,SKU-2004,Apparel-Basics,19,19,36,0,3,low
2025-10-28,S03,North,SKU-2004,Apparel-Basics,13,13,23,0,3,low
2025-10-29,S03,North,SKU-2004,Apparel-Basics,15,15,176,0,3,low
2025-10-30,S03,North,SKU-2004,Apparel-Basics,12,12,164,0,3,low
2025-10-31,S03,North,SKU-2004,Apparel-Basics,13,13,151,0,3,low
2025-11-01,S03,North,SKU-2004,Apparel-Basics,20,20,131,0,3,low
2025-11-02,S03,North,SKU-2004,Apparel-Basics,22,22,109,0,3,low
2025-11-03,S03,North,SKU-2004,Apparel-Basics,15,15,94,0,3,low
2025-11-04,S03,North,SKU-2004,Apparel-Basics,17,17,77,0,3,low
2025-11-05,S03,North,SKU-2004,Apparel-Basics,14,14,63,0,3,low
2025-11-06,S03,North,SKU-2004,Apparel-Basics,13,13,50,0,3,low
2025-11-07,S03,North,SKU-2004,Apparel-Basics,20,20,30,0,3,low
2025-11-08,S03,North,SKU-2004,Apparel-Basics,21,21,9,0,3,low
2025-11-09,S03,North,SKU-2004,Apparel-Basics,17,17,160,0,3,low
2025-11-10,S03,North,SKU-2004,Apparel-Basics,13,13,147,0,3,low
2025-11-11,S03,North,SKU-2004,Apparel-Basics,12,12,135,0,3,low
2025-11-12,S03,North,SKU-2004,Apparel-Basics,16,16,119,0,3,low
2025-11-13,S03,North,SKU-2004,Apparel-Basics,13,13,106,0,3,low
2025-11-14,S03,North,SKU-2004,Apparel-Basics,14,14,92,0,3,low
2025-11-15,S03,North,SKU-2004,Apparel-Basics,19,19,73,0,3,low
2025-11-16,S03,North,SKU-2004,Apparel-Basics,22,22,51,0,3,low
2025-11-17,S03,North,SKU-2004,Apparel-Basics,12,12,39,0,3,low
2025-11-18,S03,North,SKU-2004,Apparel-Basics,12,12,27,0,3,low
2025-11-19,S03,North,SKU-2004,Apparel-Basics,14,14,181,0,3,low
2025-11-20,S03,North,SKU-2004,Apparel-Basics,15,15,166,0,3,low
2025-11-21,S03,North,SKU-2004,Apparel-Basics,15,15,151,0,3,low
2025-11-22,S03,North,SKU-2004,Apparel-Basics,17,17,134,0,3,low
2025-11-23,S03,North,SKU-2004,Apparel-Basics,22,22,112,0,3,low
2025-11-24,S03,North,SKU-2004,Apparel-Basics,12,12,100,0,3,low
2025-11-25,S03,North,SKU-2004,Apparel-Basics,13,13,87,0,3,low
2025-11-26,S03,North,SKU-2004,Apparel-Basics,12,12,75,0,3,low
2025-11-27,S03,North,SKU-2004,Apparel-Basics,17,17,58,0,3,low
2025-11-28,S03,North,SKU-2004,Apparel-Basics,15,15,43,0,3,low
2025-11-29,S03,North,SKU-2004,Apparel-Basics,21,21,22,0,3,low
2025-11-30,S03,North,SKU-2004,Apparel-Basics,23,22,0,1,3,low
2025-12-01,S03,North,SKU-2004,Apparel-Basics,26,26,142,0,3,low
2025-12-02,S03,North,SKU-2004,Apparel-Basics,14,14,128,0,3,low
2025-12-03,S03,North,SKU-2004,Apparel-Basics,16,16,112,0,3,low
2025-12-04,S03,North,SKU-2004,Apparel-Basics,17,17,95,0,3,low
2025-12-05,S03,North,SKU-2004,Apparel-Basics,16,16,79,0,3,low
2025-12-06,S03,North,SKU-2004,Apparel-Basics,21,21,58,0,3,low
2025-12-07,S03,North,SKU-2004,Apparel-Basics,24,24,34,0,3,low
2025-12-08,S03,North,SKU-2004,Apparel-Basics,15,15,19,0,3,low
2025-12-09,S03,North,SKU-2004,Apparel-Basics,19,19,0,0,3,low
2025-12-10,S03,North,SKU-2004,Apparel-Basics,18,18,150,0,3,low
2025-12-11,S03,North,SKU-2004,Apparel-Basics,20,20,130,0,3,low
2025-12-12,S03,North,SKU-2004,Apparel-Basics,20,20,110,0,3,low
2025-12-13,S03,North,SKU-2004,Apparel-Basics,28,28,82,0,3,low
2025-12-14,S03,North,SKU-2004,Apparel-Basics,24,24,58,0,3,low
2025-12-15,S03,North,SKU-2004,Apparel-Basics,24,24,34,0,3,low
2025-12-16,S03,North,SKU-2004,Apparel-Basics,19,19,15,0,3,low
2025-12-17,S03,North,SKU-2004,Apparel-Basics,13,13,2,0,3,low
2025-12-18,S03,North,SKU-2004,Apparel-Basics,15,15,155,0,3,low
2025-12-19,S03,North,SKU-2004,Apparel-Basics,13,13,142,0,3,low
2025-12-20,S03,North,SKU-2004,Apparel-Basics,26,26,116,0,3,low
2025-12-21,S03,North,SKU-2004,Apparel-Basics,25,25,91,0,3,low
2025-12-22,S03,North,SKU-2004,Apparel-Basics,17,17,74,0,3,low
2025-12-23,S03,North,SKU-2004,Apparel-Basics,24,24,50,0,3,low
2025-12-24,S03,North,SKU-2004,Apparel-Basics,20,20,30,0,3,low
2025-12-25,S03,North,SKU-2004,Apparel-Basics,20,20,10,0,3,low
2025-12-26,S03,North,SKU-2004,Apparel-Basics,16,16,162,0,3,low
2025-12-27,S03,North,SKU-2004,Apparel-Basics,22,22,140,0,3,low
2025-12-28,S03,North,SKU-2004,Apparel-Basics,26,26,114,0,3,low
2025-12-29,S03,North,SKU-2004,Apparel-Basics,19,19,95,0,3,low
2025-10-01,S04,North,SKU-1001,Footwear-Running,0,0,150,0,5,high
2025-10-02,S04,North,SKU-1001,Footwear-Running,13,13,137,0,5,high
2025-10-03,S04,North,SKU-1001,Footwear-Running,15,15,122,0,5,high
2025-10-04,S04,North,SKU-1001,Footwear-Running,18,18,104,0,5,high
2025-10-05,S04,North,SKU-1001,Footwear-Running,10,10,94,0,5,high
2025-10-06,S04,North,SKU-1001,Footwear-Running,10,10,84,0,5,high
2025-10-07,S04,North,SKU-1001,Footwear-Running,13,13,71,0,5,high
2025-10-08,S04,North,SKU-1001,Footwear-Running,16,16,55,0,5,high
2025-10-09,S04,North,SKU-1001,Footwear-Running,21,21,34,0,5,high
2025-10-10,S04,North,SKU-1001,Footwear-Running,26,26,8,0,5,high
2025-10-11,S04,North,SKU-1001,Footwear-Running,17,8,0,1,5,high
2025-10-12,S04,North,SKU-1001,Footwear-Running,15,0,0,1,5,high
2025-10-13,S04,North,SKU-1001,Footwear-Running,19,19,161,0,5,high
2025-10-14,S04,North,SKU-1001,Footwear-Running,21,21,140,0,5,high
2025-10-15,S04,North,SKU-1001,Footwear-Running,11,11,129,0,5,high
